,Text,Translated
88,"코로나 팬데믹 와중에 격리 걱정, 신규 비자 발급 걱정을 단 한 번도 할 필요가 없던 분들께서 '문재인 때문에 우리나라 유학생이 일본에 못 들어간다!' 라든지 '일본에서는 귀멸의 멸사봉공 정신에 전국민이 눈물을 흘렸다' 같은 말을 생산해내는 이 현상을 뭐라 부르면 좋을까.","Conversely, I was worried about it in the middle of a fan, I do not have to worry about the new visa. Whatever I call this phenomenon, I call the same tears in the spirit of the destruction of the destruction of the destruction of the destruction of the devastation in Japan."
89,태국 자가격리 면제 11월 백신 맞고 방콕 입국 ok (출처 : Der Sinn.. | 블로그) https://t.co/uf5i8Gtkz7,Thai prince exemption November vaccine right and immigrant to Bangkok OK (Source: der sinn .. blog) https://t.co/UF5I8GTKZ7
90,당에서 무슨직 맡으라고 언론플레이하면 아시쥬? 자가격리!! ㅋㅋ https://t.co/DazZk5boA3,What do you want to play in the party? self-quarantine!! Https://t.co/dazzk5boa3
91,격리시설 꼬라지 왜이러냐,Isolated Facilities Why is it?
92,에고 애잔한 똥파리들. 똥파리 뒤에 숨어 자가격리 중인 낙엽이는 어찌해야할꼬.,Eago aquatic shittyflies. What to do is a deciduous leaves behind the shit fliri.
93,태국 11월부터 10개국인은 어디든 무격리 여행 (출처 : 행복한 나.. | 블로그) https://t.co/sKaKJFX5gY,"From November, Thailand to 10 countries, violations (sources: happy: blogs) https://t.co/skakjfx5gy"
94,@Garden_of_Light 아 글고보니 격리 끝나셨어요? 시간 진짜 빠르네요,"@Garden_of_light Ah, did you finish it? Time is really fast."
95,@hotpad3 언제 격리 끝나나요!,"@ Hotpad3 When I'm finished,"
96,"한국 갈 때 누나의 부탁부탁으로 두 아가들 데리고 입국해야 해서 주사 2번 다 맞아 얻은 격리면제가 사라지겠구나 싶어 슬펐는데, 누나 피셜 주사 2번 다 맞으면 아가들은 격리로 못 나가도 난 자유롭게 나갈 수 있다고 오예","When I go to Korea, I would like to take two sons, and I had to get into two sons. I wanted to disappear. I wanted to disappear. I wanted to disappear. I was sad."
97,"정부 공식 격리 아닌 격리에서 완전 해방!
함께해서 아니 즐거웠고 다신 마주치지 말자… https://t.co/ICGgPni2cg","Government official isolation is not completely liberated from isolation!
I was not together, and I do not think so. https://t.co/ICGGPNI2CG"
98,@_Dong_0702 힝ㅠ자가격리때문에도 더 그렇겠네ㅠㅠ근데 모...표가 있어야 가지ㅠㅠ힝ㅠㅠ,@ _Dong_0702 Hing ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ ㅠ
99,"211008 응가 자가격리 해제✌🏻

눈맞춰주고 웃어줘서 고마워
뽀짝뽀짝 광아더😍 https://t.co/Xpae0WvRVi","211008 Release of incubator ✌🏻 ✌🏻

Thank you for your eyes and laughing.
Poppy Fighting Ather 😍 https://t.co/Xpae0wvrvi"
100,"https://t.co/WML4pJHjG0
권력을 ""시장+도지사"" 쥐고 안하무인
으로 사용
국민들 허탈감과 의욕상실 세치혀와
무소불위 권력남용이 현실의 대한민국에서 일어났다는게 국민적
분노를 사고있다
여야를 막론하고 대장동 사태를 야기
한자들은 사회에서 영~원~히 격리
시키고  검은돈을 몽땅 압수하라","https://t.co/wml4pjhjg0
""Market + District""
Use as
People's Holiness and Motivation Loss
Unparallelic power abuse is a nationalistic
I'm buying anger
I do not know what to do.
Chinese characters in the society Young ~
Let's do all the black money."
101,자꾸 선대위원장 개소리하면 코로나 자가격리 들어가셈,"If you keep the chairperson of the telecomma,"
102,싱가포르와 ‘격리면제 여행권역’ 체결…11월 15일부터 격리 없이 여행 https://t.co/woUBzQ17RG,Singapore and 'Journal of Justice' ... Travel without isolation from November 15 https://t.co/woubzq17rg
103,"@bassenhkb 지금 가도 겐바 가는건 무리에요...
격리 때문에","@bassenhkb Now I'm going to go to Genba ...
Because of the isolation"
104,전국민의 30%를 격리하자고? https://t.co/lhswmsXaSr,Do you want to isolate 30% of the people? https://t.co/lhswmsxasr
105,"https://t.co/nvHjRu1IHR
2일차도 썼습니다!! 격리 중이라 내용이 비슷하겠지만 서이추하고 많이 봐주세요 ㅎㅎ https://t.co/fAVYNCiNkI","https://t.co/NVHJRU1IHR
I wrote 2 days! I do not know how to do it, but I'll see a lot of things."
106,점심. 야끼만두 오십개씩 사놓은 후배의 자가격리 해제를 축하합니다. 나는 안좋아 하니까 안가져 와도 돼. https://t.co/KTW2sfdoA7,Lunch. I celebrate the offset of the junior junior junior junior dumplings. I do not like it because I do not like it. https://t.co/KTW2SFDOA7
107,@Bernese_martin ㅋㅋㅋㅋㅋ 그 내용이라도 좋았어요.. 정말 격리기간때는 심적으로 매우 힘든 ㅠㅠ,@Bernese_martin ㅋㅋ ㅋㅋㅋ That was good. It was good.
108,"빈필 리카르도 무티가 오는데 장소가 세종문화회관 😅🤣

근데 오케 단원들 다 자가격리하나?
백신 접종자 면제한다고 해도 전원 다 맞았을까? https://t.co/6m2FipDISt","Pilk Ricardo is coming,

But do you prize?
Did the vaccine exemption, https://t.co/6M2FIPDIST"
109,@parangsae93 아니 2차접종자능 14일 격리 안시키는 추세 아닌가?,"@ parangsae93 No, is not the second departure?"
110,백신 접종하면 '자가격리 없는' 크로아티아 입국기 (출처 : YTN | 네이버 뉴스) https://t.co/WKk3wALgta,"When the vaccination is inoculated, the 'Croatia without the right' Croatia (Source: YTN | Naver News) https://t.co/wkk3walgta"
111,아 자가있어야 자가격리를하지... 코로나이후의 부동산은 미친가같다,I have to do it.
112,"마트에파는 2500원 컵커피 : 비싸안사
카페에파는 아인슈패너 4200원 : 싸고마쉬썽☺️
 이렇게 되는건 카페는 공간도 내어주기때문일까 자가격리속에서 맛돌이커피 만드는노하우가 늘어나서 아인슈패너 칠백원에 쌉가능인데 내가먹는 커피에대해 고민해봄","Mart on 2500 won Cup Coffee: Expensive Anti
Cafe Eph's Ain Schupon 4200 won: Cheap and Middle ☺️
 This cafe is because the cafe is gentle, because the know-how, which makes a taste of coffee in the prices, is increasing, and it is sullable to the Ain Slopner Chil Banker, and I am worried about eating"
113,이쯤에서 달고나커피 세계화해야한다 다들 백신맞기전에 코로나격리로 팔 한번씩 아파봤잔여ㅎㅎㅎ기억나쥬?🥲 https://t.co/lWE9toiOfb,"I have to go to this vice and coffee, I have to go to a global."
114,"진짜 예전에는 한국 자주 왔다갔다했는데 1년 반 동안 한국 진짜 딱 25일갔네
그 중에 14일은 격리라 혼자 반지하 방에 쳐박혀지냈고","I used to have come to Korean often in the past,
Among them, 14 days, I put it on the room alone."
115,"@azure4S 에그 ㅠㅜ 그래도 음성이라 다행이네 
집에서 격리 아님 시설?","@ Azure4s Egg ㅠ ㅜ Stands up,
Is not it not isolated home?"
116,"그만쑤셔...코 없어지겠어 (feat.👃🏻시국 사이판여행) https://t.co/BlPGaeXy3V - @YouTube

#여락이들 사이판 여행!!!! 으아아아😭
버블트래블이어도 자가격리 기간이 있긴 하구나… 와우 겁나 살찔 거 같은데..","Stop ... I will not have a nose (feat.👃👃 Saipan trip) https://t.co/blpgaexy3v - @youtube

# Rouga Saipan Travel !!!! Oh,
Bubble is a dedicated duration of the rates ... Wow seems to be frightened."
117,@popoco_win 아마 같은 교실을 써서 동생분은 자가격리 하실수도 있어요! 음성이 나와도 같은 장소에 있었으면 자가격리 대상자입니다. 첫 검사 음성이면 다른 가족분들은 일상생활을 하시면 되요~,"@popoco_win I am probably using the same classroom and my sister is going to pray! If you were in the same place for voice, it is a person who will be a price. If you are the first test voice, you can live everyday life."
118,자가격리2주를 감수하고 다가와준 크리스마틴님ㅜㅜㅜㅜㅜㅜ👍,"Come on two weeks,"
119,@misstrot2 나 2주 자가격리야,@ Misstrot2 or 2-week price
120,77ㅑ 2주 자가격리야,77 ㅑ 2 shares price Liya
121,"추석전부터 수도권 감염자수 증가세 심각했고, 연휴동안은 거의 검사, 발견, 격리가 안 되는 상황에서 전국적인 대이동까지 있었어요.","I had a serious increase in infectious in the metropolitan area since Chuseok,"
122,@tW2R9ENhrueiqR0 이제 막 들어와서 내일 피씨알 결과 나올때까잔 격리해야되 ㅎㅎ,@ tw2r9enhrueiqr0 I just have to come in and I have to be insuried when I come out tomorrow.
123,"백신 접종 완료 증서, 72시간내 PCR있으면 대부분의 국가 여행후 한국에서 자가 격리를 하지 않아도 됩니다. 

전 방금 입국했고 내일 보건소에서 PCR 검사 결과 나오면 나가서 초밥을 먹겟습니다 ㅋㅋㅋ","If you have a vaccination completion certificate, 72 hours, if you have a PCR, you do not have to be self-isolation in Korea after most traveling.

I just entered you and I will go tomorrow when I came out of the PCR test in the public health center and I go out to eat sushi."
124,"자가격리 면제 제외 국가에서는 경유시 항공사에서 재공하는 공항밖 호텔도 문제가 됩니다. 

입국 도장 찍히면 무조건 15일동안 격리 해야하니 유의하세요, 방금전 인천공항 검역소에서 큰소리가 나서 들어보니 먼 아르헨티나에서 들어오신 연세 있는 이민자 분들이.. 에혀","The hotel is also a problem outside the airport that rewrites from the country where the excluding exemption is excluded.

If you take a stamp of an entry stamp, please keep in mind for 15 days."
125,"오늘 자가격리 생활지원금 신청하면서 알게된건데
1.가족중 유급휴가자가있으면안된다
2.가족중 공무원이있으면안된다
3.신청시 지급까지 2달정도 걸린다
4.자가격리통지서를 문자로받았을시 사진을저장해둔다(센터에서 따로번호로보내달라함,통장사본도 모바일이면같은방식)
이후 타래로","I found it while applying for a prayer of life today.
1. If you have a paid vacationer in your family
2. If there is a public official in the family
3. It takes two months to pay when application.
4. If you have received a letter of pricing, you will have a picture of the registry.
Since then,"
126,자가격리후 출근못해서 청구할 생활지원금 신청하고 바로 백신맞으러 왔는데..내보내줘!!쾅쾅쾅!!! https://t.co/xlgipC0kN3,I have not been able to apply for life grants to claim to be claimed by prices. https://t.co/XLGipC0KN3
127,"외국인 집단감염이 대구구나!!
시험 앞두고 격리되서 셤 못치면 즐거워하는 애랑 아쉬워하는 애기 나타나지!!","Foreign collective infection is Daegu !!
If you do not seem to be isolated ahead of the exam, it appears to be a joyful baby."
128,한국입국! 자가격리면제 받아도 PCR검사 &amp; 능동감시 (출처 : Chez Amy.. | 블로그) https://t.co/xDLBKzlnvb,Entry to Korea! PCR inspection & amp; Active sense (Source: Chez Amy .. blog) https://t.co/xdlbkzlnvb
129,얼른 일본입국 자가격리 면제해줘,Let's take exempt from Japan.
130,"@budlestick0630 2차까지 다 맞고 14일 지나지 않으면 아이슬란드에서 5일 격리하고 한국와서 2주 격리해야해서 좀만 신경쓰면 2차까지 일찍 맞고 나갈수도 있긴 하거든요...

궁금하네요... 다 맞고 양측에서 격리면제되면 좋을텐데","@ Budlestick0630 If you are all over 14 days and passed 14 days, you should be able to isolate the 5th in Iceland and come to Korea,

I'm curious ... I would be nice to be able to fit it on both sides."
131,자가격리 끝 https://t.co/FxIuYOGVwK,End of prince https://t.co/Fxiuyogvwk
132,"이재명은 형과 형수에 대한
쌍욕찌거리에 대하여
""나의 잘못이다 그러나
그런 때가 다시오면
  또 그리할지 안 할지는 나도
모르겠다."" 이 쥐랄
한마디로 반성의 기미나
개전의 정은 파리x만큼도 없는
인간, 사회로부터 영원히
  격리해야할 인간.","This name is
About Ssangchu
""My fault,
If you do that,
  I do not want to do it again.
I do not know. ""
In short,
Exhibition's Jung is not as Paris X
Human, the society forever
  I need to isolate human."
133,"우리가 사는 공동체사회에서는
저렇게 반 사회적 물의를 자주 다반사로 이르키는것들을 사회로부터 일정기간 격리할 필요가있다. https://t.co/zwjqU8En7S","At the joint scaffolding meeting we live
It is necessary to isolate a certain period of time from society to a certain period of time that such a semi-social supplement is often a multi-reflection. https://t.co/zwjqu8en7s"
134,"@Vmeleon @BTS_twt 음성이면 격리 없숨다~ 
대신 양성이여도 자비치료입니다~","@Vmeleon @bts_twt If you are negative,
Instead, it is a positive and mercy treatment ~"
135,"@Vmeleon @BTS_twt 그분들 열정 못쫒아가요 
늦덕주제에 레알 혼남요 ㅋㅋ

미국은 자가격리 없어요 
대신 다녀와서 국내에서 격리요~ (2차까지 안끝났으면요)","@Vmeleon @bts_twt His passion
Real Horny on the Top of Low

The United States is not going on.
I went to instead and isolate it in Korea ~ (I would not have my second to the second)"
136,"진실이 나오고 있습니다. 백신 맞은 사람들이 더 위험하고 격리되어야 합니다!""Former Vice-President WHO European Advisory Group: ""Unvaccinated people are not dangerous; vaccinated people are dangerous - Should be Quarantined"" (Video)"" https://t.co/ft42nRgq85","The truth is coming out. People who have a vaccine must be more dangerous and isolated! ""Former Vice-PresIdent Who European Advisory Group:"" Unvaccinated People Are not Dangerous; Vaccinated People Are Dangerous - SHOLD BE Quarantined ""(Video)"" https://t.co/ft42nrgq85"
137,@ooopqe12 늦었지만 생일 축하드려요🙏🙏🎉🎉🎉 자가격리 화이팅...😭,"@ ooopqe12 I'm late, but my birthday is happy."
138,홍남기는 미필적 연쇄살인마로 개전의 정이 없어 죄질이 매우 불량하다. 이런 인간은 사회에서 영원히 격리시킴이 공리적으로 훨씬 유익하다. https://t.co/5Hq4gYb5tM,The iris is very poor for sinning because it is not the right to be a single murder. These humans are more beneficial to the society in society forever. https://t.co/5HQ4GYB5TM
